"id","age_mo","Congruency","ACC","RT"
"s36",57,"Congruent",TRUE,1671
"s36",57,"Congruent",TRUE,1474
"s36",57,"Congruent",TRUE,3780
"s36",57,"Congruent",TRUE,1657
"s36",57,"Congruent",TRUE,1038
"s36",57,"Congruent",FALSE,1126
"s36",57,"Congruent",FALSE,2288
"s36",57,"Congruent",FALSE,1762
"s36",57,"Congruent",TRUE,2397
"s36",57,"Incongruent",FALSE,2449
"s36",57,"Incongruent",FALSE,4000
"s36",57,"Incongruent",FALSE,3507
"s36",57,"Incongruent",TRUE,2733
"s36",57,"Incongruent",TRUE,1946
"s36",57,"Incongruent",TRUE,2560
"s36",57,"Incongruent",TRUE,3246
"s36",57,"Incongruent",FALSE,1620
"s36",57,"Incongruent",TRUE,2312
"s36",57,"Incongruent",TRUE,1747
"s36",57,"Incongruent",FALSE,1176
"s36",57,"Incongruent",FALSE,1363
"s36",57,"Neutral",FALSE,80
"s36",57,"Neutral",FALSE,4000
"s36",57,"Neutral",FALSE,1838
"s36",57,"Neutral",TRUE,1397
"s36",57,"Neutral",FALSE,898
"s36",57,"Neutral",FALSE,1016
"s36",57,"Neutral",TRUE,1899
"s36",57,"Neutral",TRUE,1304
"s36",57,"Neutral",TRUE,1999
"s36",57,"Neutral",TRUE,1929
"s36",57,"Neutral",TRUE,1384
"s36",57,"Neutral",FALSE,822
